major_city,uszip_county,inc_tot,np_cnt,inc_rank,nbr_np_rank,inc_rank_seq,np_cnt_rank_seq,dc_place,Count_Person,Median_Age_Person,dc_all_names,dc_name,dc_usCensusGeoId,dc_latitude,dc_longitude,dc_musicbrainzAreaId,dc_fips553,dc_wikidataId,dc_contained,dc_zip,dc_county,dc_county_name,cnty_sub_o_ind,NAME,cnty_sub_B01001_001E,cnty_sub_state,cnty_sub_county,county subdivision,cnty_sub_name,acs5_name,place_B01001_001E,state,acs5_place_fips,acs5_city,cnty_B01001_001E,state_fips,cnty_fips,county_name,state_name,city_population,city_pop_src
Youngsville,Sullivan County,128667.0,5,1190.0,1109.0,1190,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,78725.0,36.0,105,Sullivan County, New York,,
Greenfield Park,Ulster County,129396.0,5,1189.0,1109.0,1189,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,182153.0,36.0,111,Ulster County, New York,,
Eagle Bridge,Washington County,70719.0,5,1277.0,1109.0,1277,1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,61310.0,36.0,115,Washington County, New York,,
Durhamville,Oneida County,135008.0,5,1187.0,1109.0,1187,1133,geoId/3621226,,43.4,['Durhamville'],Durhamville,1600000US3621226,43.1206,-75.665,,36-21226,Q5316606,"['geoId/36', 'geoId/36065', 'zip/13054']",13054,geoId/36065,Oneida County,,,,,,,,"Durhamville CDP, New York",761.0,36,21226,Durhamville,231055.0,36.0,065,Oneida County, New York,761.0,Census ACS5 Places
Fly Creek,Otsego County,2250.0,5,1351.0,1109.0,1351,1134,geoId/3626418,,65.0,['Fly Creek'],Fly Creek,1600000US3626418,42.719404,-74.98421,,,,"['geoId/36', 'geoId/36077']",,geoId/36077,Otsego County,,,,,,,,"Fly Creek CDP, New York",217.0,36,26418,Fly Creek,59678.0,36.0,077,Otsego County, New York,217.0,Census ACS5 Places
Clintondale,Ulster County,180696.0,5,1143.0,1109.0,1143,1135,geoId/3616452,1938.0,48.1,['Clintondale'],Clintondale,1600000US3616452,41.690269,-74.042654,,36-16452,Q3460463,"['geoId/36', 'geoId/36111']",,geoId/36111,Ulster County,,,,,,,,"Clintondale CDP, New York",1493.0,36,16452,Clintondale,182153.0,36.0,111,Ulster County, New York,1493.0,Census ACS5 Places
Yorkville,Oneida County,1049150.0,5,793.0,1109.0,793,1136,geoId/3684099,2657.0,35.0,['Yorkville'],Yorkville,1600000US3684099,43.112448,-75.273964,,,,"['geoId/36', 'geoId/36065']",,geoId/36065,Oneida County,,,,,,,,"Yorkville village, New York",2635.0,36,84099,Yorkville,231055.0,36.0,065,Oneida County, New York,2635.0,Census ACS5 Places
Ruby,Ulster County,147392.0,5,1179.0,1109.0,1179,1137,geoId/3664056,,43.5,['Ruby'],Ruby,1600000US3664056,42.014294,-74.009376,,,,"['geoId/36', 'geoId/36111']",,geoId/36111,Ulster County,,,,,,,,"Ruby CDP, New York",996.0,36,64056,Ruby,182153.0,36.0,111,Ulster County, New York,996.0,Census ACS5 Places
Portland,Chautauqua County,63.0,5,1355.0,1109.0,1355,1138,geoId/3659421,4366.0,,['Portland'],Portland,,42.382777777778,-79.461944444444,,36-59421,Q3708722,['geoId/36013'],,geoId/36013,Chautauqua County,148.0,"Portland town, Chautauqua County, New York",4208.0, New York,Chautauqua County,59421,Portland,,,,,,127440.0,36.0,013,Chautauqua County, New York,4208.0,Census ACS5 County Subdivision
Thompson Ridge,Orange County,92776.0,5,1241.0,1109.0,1241,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,401237.0,36.0,071,Orange County, New York,,
Ardsley On Hudson,Westchester County,11140772.0,5,444.0,1109.0,444,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,997904.0,36.0,119,Westchester County, New York,,
Lacona,Oswego County,76629.0,5,1266.0,1109.0,1266,1141,geoId/3640200,657.0,44.2,['Lacona'],Lacona,1600000US3640200,43.642654,-76.066066,,36-40200,Q387508,"['geoId/36', 'geoId/36075', 'zip/13083']",13083,geoId/36075,Oswego County,,,,,,,,"Lacona village, New York",782.0,36,40200,Lacona,118037.0,36.0,075,Oswego County, New York,782.0,Census ACS5 Places
Modena,Ulster County,1053833.0,5,791.0,1109.0,791,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,182153.0,36.0,111,Ulster County, New York,,
Bridgewater,Oneida County,368110.0,5,1014.0,1109.0,1014,1143,,,,,,,,,,,,,,,,555.0,"Bridgewater town, Oneida County, New York",1402.0, New York,Oneida County,08180,Bridgewater,"Bridgewater CDP, New York",537.0,36,08169,Bridgewater,231055.0,36.0,065,Oneida County, New York,1402.0,Census ACS5 County Subdivision
Constable,Franklin County,319725.0,5,1040.0,1109.0,1040,1144,geoId/3617871,1566.0,,['Constable'],Constable,,44.929166666667,-74.297222222222,,36-17871,Q3708867,['geoId/36033'],,geoId/36033,Franklin County,336.0,"Constable town, Franklin County, New York",1577.0, New York,Franklin County,17871,Constable,,,,,,47459.0,36.0,033,Franklin County, New York,1577.0,Census ACS5 County Subdivision
Elka Park,Greene County,289776.0,5,1057.0,1109.0,1057,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,48067.0,36.0,039,Greene County, New York,,
Dannemora,Clinton County,0.0,5,1359.0,1109.0,1509,1146,geoId/3619642,3287.0,37.6,"['Dannemora', 'Dannemora (village), New York']",Dannemora,1600000US3619642,44.719721,-73.718535,,36-19642,Q3461276,"['geoId/36', 'geoId/36019', 'zip/12929']",12929,geoId/36019,Clinton County,196.0,"Dannemora town, Clinton County, New York",4061.0, New York,Clinton County,19653,Dannemora,"Dannemora village, New York",3373.0,36,19642,Dannemora,79839.0,36.0,019,Clinton County, New York,4061.0,Census ACS5 County Subdivision
Davenport,Delaware County,669397.0,5,892.0,1109.0,892,1147,geoId/3619763,2955.0,,['Davenport'],Davenport,,42.471666666667,-74.844722222222,,36-19763,Q3708254,['geoId/36025'],,geoId/36025,Delaware County,242.0,"Davenport town, Delaware County, New York",2964.0, New York,Delaware County,19763,Davenport,,,,,,44637.0,36.0,025,Delaware County, New York,2964.0,Census ACS5 County Subdivision
Lake Huntington,Sullivan County,661701.0,5,896.0,1109.0,896,1148,geoId/3640552,,55.5,['Lake Huntington'],Lake Huntington,1600000US3640552,41.680039,-74.99419,,,,"['geoId/36', 'geoId/36105']",,geoId/36105,Sullivan County,,,,,,,,"Lake Huntington CDP, New York",271.0,36,40552,Lake Huntington,78725.0,36.0,105,Sullivan County, New York,271.0,Census ACS5 Places
Bouckville,Madison County,4992921.0,5,528.0,1109.0,528,1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,68020.0,36.0,053,Madison County, New York,,
Hastings,Oswego County,490356.0,5,947.0,1109.0,947,1150,geoId/3632688,9450.0,,['Hastings'],Hastings,,43.373888888889,-76.1525,,36-32688,Q3708830,['geoId/36075'],,geoId/36075,Oswego County,661.0,"Hastings town, Oswego County, New York",9361.0, New York,Oswego County,32688,Hastings,,,,,,118037.0,36.0,075,Oswego County, New York,9361.0,Census ACS5 County Subdivision
Jamesport,Suffolk County,273490.0,5,1069.0,1109.0,1069,1151,geoId/3638253,1609.0,55.7,['Jamesport'],Jamesport,1600000US3638253,40.944444444444,-72.577222222222,,36-38253,Q3460398,"['geoId/36', 'geoId/36103']",,geoId/36103,Suffolk County,,,,,,,,"Jamesport CDP, New York",1634.0,36,38253,Jamesport,1524486.0,36.0,103,Suffolk County, New York,1634.0,Census ACS5 Places
Washington Mills,Oneida County,0.0,5,1359.0,1109.0,1488,1152,geoId/3678454,,36.5,['Washington Mills'],Washington Mills,1600000US3678454,43.047863,-75.280984,,,,"['geoId/36', 'geoId/36065']",,geoId/36065,Oneida County,,,,,,,,"Washington Mills CDP, New York",1910.0,36,78454,Washington Mills,231055.0,36.0,065,Oneida County, New York,1910.0,Census ACS5 Places
Jordanville,Herkimer County,613903.0,5,910.0,1109.0,910,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,60293.0,36.0,043,Herkimer County, New York,,
Brookfield,Madison County,215425.0,5,1104.0,1109.0,1104,1154,geoId/3608587,2545.0,,['Brookfield'],Brookfield,,42.804444444444,-75.344722222222,,36-08587,Q3708317,['geoId/36053'],,geoId/36053,Madison County,478.0,"Brookfield town, Madison County, New York",2384.0, New York,Madison County,08587,Brookfield,,,,,,68020.0,36.0,053,Madison County, New York,2384.0,Census ACS5 County Subdivision
Lake Clear,Franklin County,0.0,5,1359.0,1109.0,1512,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,47459.0,36.0,033,Franklin County, New York,,
Malden On Hudson,Ulster County,227394.0,5,1102.0,1109.0,1102,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,182153.0,36.0,111,Ulster County, New York,,
Chaffee,Erie County,600288.0,5,915.0,1109.0,915,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,951232.0,36.0,029,Erie County, New York,,
Great Bend,Jefferson County,0.0,5,1359.0,1109.0,1467,1158,geoId/3630136,807.0,30.7,['Great Bend'],Great Bend,1600000US3630136,44.016829,-75.700166,,36-30136,Q3460486,"['geoId/36', 'geoId/36045']",,geoId/36045,Jefferson County,,,,,,,,"Great Bend CDP, New York",1208.0,36,30136,Great Bend,117445.0,36.0,045,Jefferson County, New York,1208.0,Census ACS5 Places
Clarksville,Albany County,582340.0,5,917.0,1109.0,917,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,315041.0,36.0,001,Albany County, New York,,
White Lake,Sullivan County,543532.0,5,922.0,1109.0,922,1160,geoId/3681655,,75.1,['White Lake'],White Lake,1600000US3681655,41.680767,-74.838377,,,,"['geoId/36', 'geoId/36105']",,geoId/36105,Sullivan County,,,,,,,,,,,,,78725.0,36.0,105,Sullivan County, New York,,
Pike,Wyoming County,237537.0,5,1096.0,1109.0,1096,1161,geoId/3657815,298.0,43.7,"['Pike', 'Pike (hamlet), New York']",Pike,1600000US3657815,42.553994,-78.14756,,36-57815,Q10750068,"['geoId/36', 'geoId/36121']",,geoId/36121,Wyoming County,1010.0,"Pike town, Wyoming County, New York",964.0, New York,Wyoming County,57826,Pike,"Pike CDP, New York",253.0,36,57815,Pike,40338.0,36.0,121,Wyoming County, New York,964.0,Census ACS5 County Subdivision
Great Valley,Cattaraugus County,0.0,5,1359.0,1109.0,1468,1162,geoId/3630257,1991.0,,['Great Valley'],Great Valley,,42.214444444444,-78.636388888889,,36-30257,Q3708341,['geoId/36009'],,geoId/36009,Cattaraugus County,74.0,"Great Valley town, Cattaraugus County, New York",1753.0, New York,Cattaraugus County,30257,Great Valley,,,,,,77000.0,36.0,009,Cattaraugus County, New York,1753.0,Census ACS5 County Subdivision
Richford,Tioga County,0.0,5,1359.0,1109.0,1482,1163,geoId/3661511,1043.0,,['Richford'],Richford,,42.355555555556,-76.200833333333,,36-61511,Q3710131,['geoId/36107'],,geoId/36107,Tioga County,894.0,"Richford town, Tioga County, New York",1089.0, New York,Tioga County,61511,Richford,,,,,,48344.0,36.0,107,Tioga County, New York,1089.0,Census ACS5 County Subdivision
Piseco,Hamilton County,249449.0,5,1090.0,1109.0,1090,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090.0,36.0,041,Hamilton County, New York,,
King Ferry,Cayuga County,528825.0,5,928.0,1109.0,928,1165,,,,,,,,,,,,,,,,,,,,,,,,,,,,76171.0,36.0,011,Cayuga County, New York,,
Mannsville,Jefferson County,0.0,5,1359.0,1109.0,1478,1166,geoId/3645073,297.0,36.5,['Mannsville'],Mannsville,1600000US3645073,43.7114,-76.0642,,36-45073,Q3451748,"['geoId/36', 'geoId/36045', 'zip/13661']",13661,geoId/36045,Jefferson County,,,,,,,,"Mannsville village, New York",328.0,36,45073,Mannsville,117445.0,36.0,045,Jefferson County, New York,328.0,Census ACS5 Places
Redfield,Oswego County,676862.0,5,890.0,1109.0,890,1167,geoId/3660873,550.0,,['Redfield'],Redfield,,43.533055555556,-75.821666666667,,36-60873,Q3708411,['geoId/36075'],,geoId/36075,Oswego County,670.0,"Redfield town, Oswego County, New York",390.0, New York,Oswego County,60873,Redfield,,,,,,118037.0,36.0,075,Oswego County, New York,390.0,Census ACS5 County Subdivision
Minerva,Essex County,276661.0,5,1067.0,1109.0,1067,1168,geoId/3647669,773.0,,['Minerva'],Minerva,,43.791388888889,-73.984166666667,,36-47669,Q3708637,['geoId/36031'],,geoId/36031,Essex County,318.0,"Minerva town, Essex County, New York",950.0, New York,Essex County,47669,Minerva,,,,,,37314.0,36.0,031,Essex County, New York,950.0,Census ACS5 County Subdivision
Barton,Tioga County,0.0,5,1359.0,1109.0,1424,1169,geoId/3604671,8570.0,,['Barton'],Barton,,42.042777777778,-76.448611111111,,36-04671,Q3709589,['geoId/36107'],,geoId/36107,Tioga County,888.0,"Barton town, Tioga County, New York",8547.0, New York,Tioga County,04671,Barton,,,,,,48344.0,36.0,107,Tioga County, New York,8547.0,Census ACS5 County Subdivision
Copenhagen,Lewis County,0.0,5,1359.0,1109.0,1517,1170,geoId/3618135,631.0,32.7,['Copenhagen'],Copenhagen,1600000US3618135,43.8931,-75.6725,,36-18135,Q3459904,"['geoId/36', 'geoId/36049', 'zip/13626']",13626,geoId/36049,Lewis County,,,,,,,,"Copenhagen village, New York",723.0,36,18135,Copenhagen,26690.0,36.0,049,Lewis County, New York,723.0,Census ACS5 Places
Coeymans Hollow,Albany County,183292.0,5,1139.0,1109.0,1139,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,315041.0,36.0,001,Albany County, New York,,
Oak Hill,Greene County,184011.0,5,1137.0,1109.0,1137,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,48067.0,36.0,039,Greene County, New York,,
Glenfield,Lewis County,361249.0,5,1017.0,1109.0,1017,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,26690.0,36.0,049,Lewis County, New York,,
Rodman,Jefferson County,436175.0,5,977.0,1109.0,977,1174,geoId/3663330,1176.0,57.0,['Rodman'],Rodman,1600000US3663330,43.851657,-75.942085,,,,"['geoId/36', 'geoId/36045', 'zip/13682']",13682,geoId/36045,Jefferson County,436.0,"Rodman town, Jefferson County, New York",1448.0, New York,Jefferson County,63341,Rodman,"Rodman CDP, New York",193.0,36,63330,Rodman,117445.0,36.0,045,Jefferson County, New York,1448.0,Census ACS5 County Subdivision
West Leyden,Lewis County,305199.0,5,1047.0,1109.0,1047,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,26690.0,36.0,049,Lewis County, New York,,
Ellenburg Center,Clinton County,302548.0,5,1049.0,1109.0,1049,1176,,,,,,,,,,,,,,,,,,,,,,,,,,,,79839.0,36.0,019,Clinton County, New York,,
Livingston,Columbia County,291517.0,5,1054.0,1109.0,1054,1177,geoId/3642917,3628.0,,['Livingston'],Livingston,,42.141944444444,-73.777777777778,,36-42917,Q2918081,['geoId/36021'],,geoId/36021,Columbia County,218.0,"Livingston town, Columbia County, New York",3630.0, New York,Columbia County,42917,Livingston,,,,,,61469.0,36.0,021,Columbia County, New York,3630.0,Census ACS5 County Subdivision
Ontario Center,Wayne County,0.0,5,1359.0,1109.0,1398,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,91324.0,36.0,117,Wayne County, New York,,
Winthrop,St. Lawrence County,516418.0,4,933.0,1179.0,933,1179,geoId/3682612,,49.1,['Winthrop'],Winthrop,1600000US3682612,44.803639,-74.809951,,,,"['geoId/36', 'geoId/36089']",,geoId/36089,St. Lawrence County,,,,,,,,"Winthrop CDP, New York",235.0,36,82612,Winthrop,108670.0,36.0,089,St. Lawrence County, New York,235.0,Census ACS5 Places
Forestport,Oneida County,505821.0,4,937.0,1179.0,937,1180,geoId/3626627,1477.0,,['Forestport'],Forestport,,43.441944444444,-75.207222222222,,36-26627,Q2843780,['geoId/36065'],,geoId/36065,Oneida County,560.0,"Forestport town, Oneida County, New York",1513.0, New York,Oneida County,26627,Forestport,,,,,,231055.0,36.0,065,Oneida County, New York,1513.0,Census ACS5 County Subdivision
Perrysburg,Cattaraugus County,317911.0,4,1041.0,1179.0,1041,1181,wikidataId/Q9058637,1515.0,,"['Perrysburg (town), New York']",Perrysburg,,42.45645,-79.00198,,,Q9058637,['geoId/36009'],,geoId/36009,Cattaraugus County,89.0,"Perrysburg town, Cattaraugus County, New York",1704.0, New York,Cattaraugus County,57298,Perrysburg,"Perrysburg CDP, New York",431.0,36,57287,Perrysburg,77000.0,36.0,009,Cattaraugus County, New York,1704.0,Census ACS5 County Subdivision
Jay,Essex County,13097.0,4,1333.0,1179.0,1333,1182,geoId/3638396,2506.0,,['Jay'],Jay,,44.375,-73.728333333333,,36-38396,Q3708762,['geoId/36031'],,geoId/36031,Essex County,315.0,"Jay town, Essex County, New York",2567.0, New York,Essex County,38396,Jay,,,,,,37314.0,36.0,031,Essex County, New York,2567.0,Census ACS5 County Subdivision
Depauville,Jefferson County,107800.0,4,1216.0,1179.0,1216,1183,geoId/3620302,488.0,54.5,['Depauville'],Depauville,1600000US3620302,44.142448,-76.045152,,36-20302,Q3461768,"['geoId/36', 'geoId/36045']",,geoId/36045,Jefferson County,,,,,,,,"Depauville CDP, New York",388.0,36,20302,Depauville,117445.0,36.0,045,Jefferson County, New York,388.0,Census ACS5 Places
Kent,Orleans County,0.0,4,1359.0,1179.0,1504,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,40148.0,36.0,073,Orleans County, New York,,
Kennedy,Chautauqua County,107702.0,4,1217.0,1179.0,1217,1185,geoId/3639243,473.0,54.5,['Kennedy'],Kennedy,1600000US3639243,42.158948,-79.098287,,36-39243,Q5959065,"['geoId/36', 'geoId/36013', 'zip/14747']",14747,geoId/36013,Chautauqua County,,,,,,,,"Kennedy CDP, New York",222.0,36,39243,Kennedy,127440.0,36.0,013,Chautauqua County, New York,222.0,Census ACS5 Places
Middleville,Herkimer County,79509.0,4,1260.0,1179.0,1260,1186,geoId/3647108,407.0,31.1,['Middleville'],Middleville,1600000US3647108,43.1383,-74.9694,,36-47108,Q3458197,"['geoId/36', 'geoId/36043']",,geoId/36043,Herkimer County,,,,,,,,"Middleville village, New York",622.0,36,47108,Middleville,60293.0,36.0,043,Herkimer County, New York,622.0,Census ACS5 Places
Lindley,Steuben County,80062.0,4,1259.0,1179.0,1259,1187,geoId/3642576,1816.0,,['Lindley'],Lindley,,42.028333333333,-77.139722222222,,36-42576,Q3708315,['geoId/36101'],,geoId/36101,Steuben County,848.0,"Lindley town, Steuben County, New York",1625.0, New York,Steuben County,42576,Lindley,,,,,,93584.0,36.0,101,Steuben County, New York,1625.0,Census ACS5 County Subdivision
Sylvan Beach,Oneida County,510332.0,4,936.0,1179.0,936,1188,geoId/3672521,890.0,50.6,['Sylvan Beach'],Sylvan Beach,1600000US3672521,43.2044,-75.721431,,36-72521,Q3451784,"['geoId/36', 'geoId/36065']",,geoId/36065,Oneida County,,,,,,,,"Sylvan Beach village, New York",856.0,36,72521,Sylvan Beach,231055.0,36.0,065,Oneida County, New York,856.0,Census ACS5 Places
Henderson Harbor,Jefferson County,429402.0,4,981.0,1179.0,981,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,117445.0,36.0,045,Jefferson County, New York,,
Woodhull,Steuben County,93295.0,4,1240.0,1179.0,1240,1190,geoId/3682843,1665.0,,['Woodhull'],Woodhull,,42.064166666667,-77.388888888889,,36-82843,Q3626269,['geoId/36101'],,geoId/36101,Steuben County,860.0,"Woodhull town, Steuben County, New York",1571.0, New York,Steuben County,82843,Woodhull,,,,,,93584.0,36.0,101,Steuben County, New York,1571.0,Census ACS5 County Subdivision
Chenango Forks,Broome County,44440.0,4,1302.0,1179.0,1302,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,198365.0,36.0,007,Broome County, New York,,
Lexington,Greene County,0.0,4,1359.0,1179.0,1514,1192,geoId/3642202,770.0,,"['Lexington, New York']",Lexington,,42.240277777778,-74.365555555556,,36-42202,Q992543,['geoId/36039'],,geoId/36039,Greene County,386.0,"Lexington town, Greene County, New York",599.0, New York,Greene County,42202,Lexington,,,,,,48067.0,36.0,039,Greene County, New York,599.0,Census ACS5 County Subdivision
Martinsburg,Lewis County,7748965.0,4,485.0,1179.0,485,1193,geoId/3645854,1316.0,,['Martinsburg'],Martinsburg,,43.7375,-75.469722222222,,36-45854,Q3708325,['geoId/36049'],,geoId/36049,Lewis County,453.0,"Martinsburg town, Lewis County, New York",1234.0, New York,Lewis County,45854,Martinsburg,,,,,,26690.0,36.0,049,Lewis County, New York,1234.0,Census ACS5 County Subdivision
Shenorock,Westchester County,40573.0,4,1310.0,1179.0,1310,1194,geoId/3666872,1903.0,46.8,['Shenorock'],Shenorock,1600000US3666872,41.330959,-73.7394,,36-66872,Q3460284,"['geoId/36', 'geoId/36119', 'zip/10598']",10598,geoId/36119,Westchester County,,,,,,,,"Shenorock CDP, New York",1883.0,36,66872,Shenorock,997904.0,36.0,119,Westchester County, New York,1883.0,Census ACS5 Places
Henderson,Jefferson County,83162.0,4,1255.0,1179.0,1255,1195,geoId/3634055,1360.0,,['Henderson'],Henderson,,43.84701,-76.18187,,36-34055,Q3130238,['geoId/36045'],,geoId/36045,Jefferson County,428.0,"Henderson town, Jefferson County, New York",1644.0, New York,Jefferson County,34055,Henderson,"Henderson CDP, New York",238.0,36,34044,Henderson,117445.0,36.0,045,Jefferson County, New York,1644.0,Census ACS5 County Subdivision
Savona,Steuben County,91496.0,4,1246.0,1179.0,1246,1196,geoId/3665354,672.0,45.7,['Savona'],Savona,1600000US3665354,42.283074,-77.2189,,36-65354,Q2737044,"['geoId/36', 'geoId/36101', 'zip/14879']",14879,geoId/36101,Steuben County,,,,,,,,"Savona village, New York",673.0,36,65354,Savona,93584.0,36.0,101,Steuben County, New York,673.0,Census ACS5 Places
Blue Mountain Lake,Hamilton County,13465993.0,4,428.0,1179.0,428,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,5090.0,36.0,041,Hamilton County, New York,,
East Pembroke,Genesee County,35619.0,4,1313.0,1179.0,1313,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,58204.0,36.0,037,Genesee County, New York,,
Tioga Center,Tioga County,54682.0,4,1296.0,1179.0,1296,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,48344.0,36.0,107,Tioga County, New York,,
Appleton,Niagara County,486087.0,4,952.0,1179.0,952,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,212230.0,36.0,063,Niagara County, New York,,
Tyrone,Schuyler County,474869.0,4,957.0,1179.0,957,1201,geoId/3675924,1650.0,,['Tyrone'],Tyrone,,42.408055555556,-77.058333333333,,36-75924,Q3708440,['geoId/36097'],,geoId/36097,Schuyler County,815.0,"Tyrone town, Schuyler County, New York",1589.0, New York,Schuyler County,75924,Tyrone,,,,,,17855.0,36.0,097,Schuyler County, New York,1589.0,Census ACS5 County Subdivision
Alton,Wayne County,409606.0,4,993.0,1179.0,993,1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,91324.0,36.0,117,Wayne County, New York,,
Orwell,Oswego County,265708.0,4,1075.0,1179.0,1075,1203,geoId/3655453,1167.0,,['Orwell'],Orwell,,43.574722222222,-75.996388888889,,36-55453,Q3708685,['geoId/36075'],,geoId/36075,Oswego County,665.0,"Orwell town, Oswego County, New York",1059.0, New York,Oswego County,55453,Orwell,,,,,,118037.0,36.0,075,Oswego County, New York,1059.0,Census ACS5 County Subdivision
East Bloomfield,Ontario County,94722.0,4,1237.0,1179.0,1237,1204,geoId/3621699,3661.0,,['East Bloomfield'],East Bloomfield,,42.895,-77.434722222222,,36-21699,Q3708723,['geoId/36069'],,geoId/36069,Ontario County,604.0,"East Bloomfield town, Ontario County, New York",3629.0, New York,Ontario County,21699,East Bloomfield,,,,,,112288.0,36.0,069,Ontario County, New York,3629.0,Census ACS5 County Subdivision
